Тип	Вид	ИмяПеременной	ТЧ	Реквизит	Значение	Режим	ДополнительныйТипЗначения
				Представление	РОССИЯ, 111020, Москва г, Авиамоторная ул, дом № 5, квартира 10		
				ЗначенияПолей	<КонтактнаяИнформация xmlns="http://www.v8.1c.ru/ssl/contactinfo" xmlns:xs="http://www.w3.org/2001/XMLSchema" xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" Представление="РОССИЯ, 111020, Москва г, Авиамоторная ул, дом № 5, квартира 10"><Комментарий/><Состав xsi:type="Адрес" Страна="РОССИЯ"><Состав xsi:type="АдресРФ"><СубъектРФ>Москва г</СубъектРФ><Улица>Авиамоторная ул</Улица><ОКТМО>45388000</ОКТМО><ДопАдрЭл><Номер Тип="2010" Значение="10"/></ДопАдрЭл><ДопАдрЭл><Номер Тип="1010" Значение="5"/></ДопАдрЭл><ДопАдрЭл ТипАдрЭл="10100000" Значение="111020"/></Состав></Состав></КонтактнаяИнформация>		
				Страна	РОССИЯ		
				Регион	Москва г		
				ВидДляСписка	АдресДляИнформированияФизическиеЛица	Предопределенный	
			xddMods				
				Режим	ОбменДанными		
РегистрСведений	ФИОФизическихЛиц	ФИОФизическихЛиц					
			Запись				
				Период	18991231000000		
				ФизическоеЛицо	ФизЛицо	Перем	
				Фамилия	Авто-тест		
				Имя	Иван		
				Отчество	Иванович		

РегистрСведений	ДокументыФизическихЛиц	ДокументыФизическихЛиц					
			Запись				
				Период	01990301000000		
				Физлицо	ФизЛицо	Перем	
				ВидДокумента	ПаспортРФ	Предопределенный	
				Серия	12 34		
				Номер	123456		
				ДатаВыдачи	19990301000000		
				КемВыдан	РОВД г. Москва		
				КодПодразделения	001-01		
				ЯвляетсяДокументомУдостоверяющимЛичность	Истина		
				Представление	Паспорт гражданина Российской Федерации, серия: 12 34, № 123456, выдан: 01 марта 1999 года, РОВД г. Москва, № подр. 001-01		

Справочник	Сотрудники	Сотрудник1					
				Ссылка	ae3b23c9-b32d-11e4-8f32-000c29d19eb9		
				Наименование	Авто-тест Иван Иванович		
				ФизическоеЛицо	ФизЛицо	Перем	
				ГоловнаяОрганизация	Организация (Авто-тест)	Наименование	
				ГоловнойСотрудник	ae3b23c9-b32d-11e4-8f32-000c29d19eb9		
			xddMods				
				Режим	ОбменДанными		
							
Справочник	Должности	ДолжностьРабочий					
				Ссылка	96d29830-96be-11e6-998b-00215e64f5ec		
				Наименование	Рабочий (Авто-тест)		
				РеквизитДопУпорядочивания	278		
				НаименованиеКраткое	Рабочий (Авто-тест)		
				ДатаВвода	20160101000000		
				ВведенаВШтатноеРасписание	Истина		

Справочник	ГрафикиРаботыСотрудников	ГрафикиРаботыГруппа				Группа	
				Ссылка	6e58dabc-96c0-11e6-998b-00215e64f5ec		
				Наименование	Графики работы (Авто-тест)		
			xddMods				
				Режим	Группа		
Справочник	ГрафикиРаботыСотрудников	Пятидневка					
				Ссылка	640ea3dd-96c0-11e6-998b-00215e64f5ec		
				Родитель	ГрафикиРаботыГруппа	Перем	
				Наименование	Пятидневка (Авто-тест)		
				ПроизводственныйКалендарь	Российская Федерация	Наименование	
				ДлительностьРабочейНедели	40		
				УчитыватьПраздники	Истина		
				СпособЗаполнения	ПоНеделям	Предопределенный	
				РабочихДнейВНеделе	5		
			ШаблонЗаполнения				
				ДеньВключенВГрафик	Истина		
			ШаблонЗаполнения				
				ДеньВключенВГрафик	Истина		
			ШаблонЗаполнения				
				ДеньВключенВГрафик	Истина		
			ШаблонЗаполнения				
				ДеньВключенВГрафик	Истина		
			ШаблонЗаполнения				
				ДеньВключенВГрафик	Истина		
			ШаблонЗаполнения				
				ДеньВключенВГрафик	Ложь		
			ШаблонЗаполнения				
				ДеньВключенВГрафик	Ложь		
			ВидыВремени				
				ВидВремени	Явка	Предопределенный	
			ДанныеОРабочихЧасах				
				НомерДняЦикла	1		
				ВидВремени	Явка	Предопределенный	
				Часов	8		
			ДанныеОРабочихЧасах				
				НомерДняЦикла	2		
				ВидВремени	Явка	Предопределенный	
				Часов	8		
			ДанныеОРабочихЧасах				
				НомерДняЦикла	3		
				ВидВремени	Явка	Предопределенный	
				Часов	8		
			ДанныеОРабочихЧасах				
				НомерДняЦикла	4		
				ВидВремени	Явка	Предопределенный	
				Часов	8		
			ДанныеОРабочихЧасах				
				НомерДняЦикла	5		
				ВидВремени	Явка	Предопределенный	
				Часов	8		
			ДанныеОРабочихЧасах				
				НомерДняЦикла	6		
				ВидВремени	Явка	Предопределенный	
			ДанныеОРабочихЧасах				
				НомерДняЦикла	7		
				ВидВремени	Явка	Предопределенный	

Справочник	ШтатноеРасписание	ШтатноеРасписаниеГруппа				Группа	
				Ссылка	b4240afc-96bf-11e6-998b-00215e64f5ec		
				Владелец	Организация (Авто-тест)	Наименование	
				Наименование	Подразделение организации (Авто-тест)		
				Подразделение	Подразделение организации (Авто-тест)	Наименование	
			xddMods				
				Режим	Группа		
Справочник	ШтатноеРасписание	ШтатноеРасписаниеРабочий					
				Ссылка	b4240afd-96bf-11e6-998b-00215e64f5ec		
				Владелец	Организация (Авто-тест)	Наименование	
				Родитель	ШтатноеРасписаниеГруппа	Перем	
				Наименование	Рабочий (Авто-тест) /Подразделение организации (Авто-тест)/		
				Подразделение	Подразделение организации (Авто-тест)	Наименование	
				Должность	ДолжностьРабочий	Перем	
				ГрафикРаботыСотрудников	Пятидневка	Перем	
				КоличествоСтавок	1		
				Утверждена	Истина		
				ДатаУтверждения	20160101000000		

Документ	УтверждениеШтатногоРасписания	УтверждениеШтатногоРасписания					
				Ссылка	b4240afe-96bf-11e6-998b-00215e64f5ec		
				Дата	20160101120001		
				МесяцВступленияВСилу	20160101000000		
				Организация	Организация (Авто-тест)	Наименование	
				Подразделение	Подразделение организации (Авто-тест)	Наименование	
				Ответственный	Пользователи.ТекущийПользователь()	Выражение	
			Позиции				
				Должность	Рабочий (Авто-тест)	Наименование	
				Подразделение	Подразделение организации (Авто-тест)	Наименование	
				Позиция	ШтатноеРасписаниеРабочий	Перем	
				ИдентификаторСтрокиПозиции	1		
				КоличествоСтавок	1		
				Действие	СоздатьНовуюПозицию	Предопределенный	
				ГрафикРаботыСотрудников	Пятидневка	Перем	
				ВыплачиваетсяНадбавкаЗаВредность	Ложь		
			Начисления				
				ИдентификаторСтрокиПозиции	1		
				Начисление	СДЛВ	Код	
				ИдентификаторСтрокиВидаРасчета	1		
				Действие	Утвердить	Предопределенный	

РегистрСведений	ДанныеДляПодбораСотрудников	ДанныеДляПодбораСотрудников					
			Запись				
				Наименование	Авто-тест Иван Иванович		
				Сотрудник	Авто-тест Иван Иванович	Наименование	
				Организация	Организация (Авто-тест)	Наименование	
				ФизическоеЛицо	Авто-тест Иван Иванович	Наименование	
				ПоДоговоруГПХ	Ложь		
				Филиал	Организация (Авто-тест)	Наименование	
				Подразделение	Подразделение организации (Авто-тест)	Наименование	
				Должность	ДолжностьРабочий	Перем	
				ДолжностьПоШтатномуРасписанию	ШтатноеРасписаниеРабочий	Перем	
				ЭтоГоловнойСотрудник	Истина		
				ВидСобытия	Прием	Предопределенный	
				КоличествоСтавок	1		
				КоличествоСтавокПредставление	1		
				ВидЗанятости	ОсновноеМестоРаботы	Предопределенный	
				ВидДоговора	ТрудовойДоговор	Предопределенный	
				Начало	20160101000000		
